"Season","Year","City","Sport","Discipline","Athlete","Country_code","Gender","Event","Medal","Country","url"
"summer","2012","London","Athletics","Athletics","CHERUIYOT, Vivian","KEN","Women","10000M","Bronze","Kenya","https://upload.wikimedia.org/wikipedia/commons/1/1a/Eliud_Kipchoge_and_Vivian_Cheruiyot.png"
"summer","2012","London","Athletics","Athletics","BLAKE, Yohan","JAM","Men","100M","Silver","Jamaica","https://upload.wikimedia.org/wikipedia/commons/c/cf/Yohan_Blake_100m_SB.png"
"summer","2012","London","Athletics","Athletics","FRASER-PRYCE, Shelly-Ann","JAM","Women","100M","Gold","Jamaica","https://upload.wikimedia.org/wikipedia/commons/8/80/Shelly-Ann_Fraser-Pryce_2012.jpg"
"summer","2012","London","Athletics","Athletics","JETER, Carmelita","USA","Women","100M","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/9/91/Carmelita_Jeter_Osaka07.jpg"
"summer","2012","London","Athletics","Athletics","PEARSON, Sally","AUS","Women","100M Hurdles","Gold","Australia","https://upload.wikimedia.org/wikipedia/commons/4/4b/Sally_Pearson_Daegu_2011.jpg"
"summer","2012","London","Athletics","Athletics","WELLS, Kellie","USA","Women","100M Hurdles","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/f/f8/Kellie_Wells.jpg"
"summer","2012","London","Athletics","Athletics","MERRITT, Aries","USA","Men","110M Hurdles","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/3/3c/Aries_Merritt%2C_Bislet_Games_2011.jpg"
"summer","2012","London","Athletics","Athletics","RICHARDSON, Jason","USA","Men","110M Hurdles","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/3/38/Jason_Richardson.jpg"
"summer","2012","London","Athletics","Athletics","PARCHMENT, Hansle","JAM","Men","110M Hurdles","Bronze","Jamaica","https://upload.wikimedia.org/wikipedia/commons/b/b7/Hansle_Parchment_Beijing_2015.jpg"
"summer","2012","London","Athletics","Athletics","MAKHLOUFI, Taoufik","ALG","Men","1500M","Gold","Algeria","https://upload.wikimedia.org/wikipedia/commons/7/75/Taoufik_Makhloufi_-_May_2013.jpg"
"summer","2012","London","Athletics","Athletics","MANZANO, Leonel","USA","Men","1500M","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/b/ba/Leonel_Manzano_Berlin_2010.jpg"
"summer","2012","London","Athletics","Athletics","IGUIDER, Abdalaati","MAR","Men","1500M","Bronze","Morocco","https://upload.wikimedia.org/wikipedia/commons/a/a9/Abdalaati_Iguider_at_the_2018_African_Championships.jpg"
"summer","2012","London","Athletics","Athletics","Pending","","Women","1500M","Gold","NULL","https://upload.wikimedia.org/wikipedia/commons/2/2d/PendingChangs-Nov16-Pending.png"
"summer","2012","London","Athletics","Athletics","JAMAL, Maryam Yusuf","BRN","Women","1500M","Bronze","Bahrain","https://upload.wikimedia.org/wikipedia/commons/7/7d/Maryam_Jamal_Birmingham_indoor_2010.jpg"
"summer","2012","London","Athletics","Athletics","BLAKE, Yohan","JAM","Men","200M","Silver","Jamaica","https://upload.wikimedia.org/wikipedia/commons/c/cf/Yohan_Blake_100m_SB.png"
"summer","2012","London","Athletics","Athletics","WEIR, Warren","JAM","Men","200M","Bronze","Jamaica","https://upload.wikimedia.org/wikipedia/commons/f/fa/Warren_Weir_2012_Olympics_%28upperbody%29.jpg"
"summer","2012","London","Athletics","Athletics","FRASER-PRYCE, Shelly-Ann","JAM","Women","200M","Silver","Jamaica","https://upload.wikimedia.org/wikipedia/commons/8/80/Shelly-Ann_Fraser-Pryce_2012.jpg"
"summer","2012","London","Athletics","Athletics","JETER, Carmelita","USA","Women","200M","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/9/91/Carmelita_Jeter_Osaka07.jpg"
"summer","2012","London","Athletics","Athletics","LASHMANOVA, Elena","RUS","Women","20KM Race Walk","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/a/a0/Elena_Lashmanova_London_2012.jpg"
"summer","2012","London","Athletics","Athletics","LIU, Hong","CHN","Women","20KM Race Walk","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/d/d1/LiuHong.JPG"
"summer","2012","London","Athletics","Athletics","CHEN, Ding","CHN","Men","20KM Walk","Gold","China","https://upload.wikimedia.org/wikipedia/commons/3/34/Erick_Barrondo%2C_Chen_Ding%2C_Bertrand_Moulinet.JPG"
"summer","2012","London","Athletics","Athletics","BARRONDO, Erick","GUA","Men","20KM Walk","Silver","Guatemala","https://upload.wikimedia.org/wikipedia/commons/4/40/Erick_Barrondo%2C_Alexander_Ivanov%2C_Ding_Chen%2C_Zhan_Wang.JPG"
"summer","2012","London","Athletics","Athletics","WANG, Zhen","CHN","Men","20KM Walk","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/d/d3/WangZhenMoscow2013.png"
"summer","2012","London","Athletics","Athletics","MEKHISSI-BENABBAD, Mahiedine","FRA","Men","3000M Steeple","Silver","France","https://upload.wikimedia.org/wikipedia/commons/5/50/Mahiedine_Mekhissi-Benabbad_2010.jpg"
"summer","2012","London","Athletics","Athletics","MUTAI, Abel Kiprop","KEN","Men","3000M Steeple","Bronze","Kenya","https://upload.wikimedia.org/wikipedia/commons/6/66/Meeting_Areva_2011_3_000_m_steeple.jpg"
"summer","2012","London","Athletics","Athletics","ASSEFA, Sofia","ETH","Women","3000M Steeple","Silver","Ethiopia","https://upload.wikimedia.org/wikipedia/commons/1/15/Sofia_Assefa_Beijing_2015.jpg"
"summer","2012","London","Athletics","Athletics","CHEYWA, Milcah Chemos","KEN","Women","3000M Steeple","Bronze","Kenya","https://upload.wikimedia.org/wikipedia/commons/d/d8/2013_World_Championships_in_Athletics_%28August%2C_15%29_-_Milcah_Cheywa.JPG"
"summer","2012","London","Athletics","Athletics","JAMES, Kirani","GRN","Men","400M","Gold","Grenada","https://upload.wikimedia.org/wikipedia/commons/0/02/Kirani_James.JPG"
"summer","2012","London","Athletics","Athletics","SANTOS, Luguelin","DOM","Men","400M","Silver","Dominican Republic","https://upload.wikimedia.org/wikipedia/commons/f/f7/Luguel%C3%ADn_Santos_Moscow_2013.jpg"
"summer","2012","London","Athletics","Athletics","GORDON, Lalonde","TTO","Men","400M","Bronze","Trinidad and Tobago","https://upload.wikimedia.org/wikipedia/commons/d/d9/Lalonde_Gordon.JPG"
"summer","2012","London","Athletics","Athletics","RICHARDS-ROSS, Sanya","USA","Women","400M","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/9/91/Sanya_Richards-Ross_Daegu_2011.jpg"
"summer","2012","London","Athletics","Athletics","TINSLEY, Michael","USA","Men","400M Hurdles","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/f/f7/Michael_Tinsley_2012.jpg"
"summer","2012","London","Athletics","Athletics","CULSON, Javier","PUR","Men","400M Hurdles","Bronze","Puerto Rico*","https://upload.wikimedia.org/wikipedia/commons/9/9c/2012-06-07_Bislett_Games_Javier_Culson01.jpg"
"summer","2012","London","Athletics","Athletics","DEMUS, Lashinda","USA","Women","400M Hurdles","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/a/a2/Lashinda_Demus_Berlin_2009.jpg"
"summer","2012","London","Athletics","Athletics","BLAKE, Yohan","JAM","Men","4X100M Relay","Gold","Jamaica","https://upload.wikimedia.org/wikipedia/commons/c/cf/Yohan_Blake_100m_SB.png"
"summer","2012","London","Athletics","Athletics","LEMAITRE, Christophe","FRA","Men","4X100M Relay","Bronze","France","https://upload.wikimedia.org/wikipedia/commons/7/7d/Christophe_Lema%C3%AEtre_%284840974010%29.jpg"
"summer","2012","London","Athletics","Athletics","PESSONNEAUX, Pierre-Alexis","FRA","Men","4X100M Relay","Bronze","France","https://upload.wikimedia.org/wikipedia/commons/d/db/Pierre-Alexis_Pessonneaux_2010.jpg"
"summer","2012","London","Athletics","Athletics","POGNON, Ronald","FRA","Men","4X100M Relay","Bronze","France","https://upload.wikimedia.org/wikipedia/commons/d/db/Ronald_Pognon_2010.jpg"
"summer","2012","London","Athletics","Athletics","VICAUT, Jimmy","FRA","Men","4X100M Relay","Bronze","France","https://upload.wikimedia.org/wikipedia/commons/d/db/Jimmy_Vicaut_Memorial_Van_Damme_2015.jpg"
"summer","2012","London","Athletics","Athletics","JETER, Carmelita","USA","Women","4X100M Relay","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/9/91/Carmelita_Jeter_Osaka07.jpg"
"summer","2012","London","Athletics","Athletics","KNIGHT, Bianca","USA","Women","4X100M Relay","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/0/07/Bianca_Knight.jpg"
"summer","2012","London","Athletics","Athletics","MADISON, Tianna","USA","Women","4X100M Relay","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/5/55/Tianna_Bartoletta_Rio_2016.jpg"
"summer","2012","London","Athletics","Athletics","TARMOH, Jeneba","USA","Women","4X100M Relay","Gold","United States","https://upload.wikimedia.org/wikipedia/commons/8/8f/Women_200_m_Memorial_Van_Damme_2015.jpg"
"summer","2012","London","Athletics","Athletics","FRASER-PRYCE, Shelly-Ann","JAM","Women","4X100M Relay","Silver","Jamaica","https://upload.wikimedia.org/wikipedia/commons/8/80/Shelly-Ann_Fraser-Pryce_2012.jpg"
"summer","2012","London","Athletics","Athletics","POVH, Olesya","UKR","Women","4X100M Relay","Bronze","Ukraine","https://upload.wikimedia.org/wikipedia/commons/b/b2/Olesya_Povh_Paris_2011.jpg"
"summer","2012","London","Athletics","Athletics","RYEMYEN, Mariya","UKR","Women","4X100M Relay","Bronze","Ukraine","https://upload.wikimedia.org/wikipedia/commons/0/0c/Leichtathletik_Gala_Linz_2016-6882.jpg"
"summer","2012","London","Athletics","Athletics","STUY, Hrystyna","UKR","Women","4X100M Relay","Bronze","Ukraine","https://upload.wikimedia.org/wikipedia/commons/9/9f/Hrystyna_Stuy.jpg"
"summer","2012","London","Athletics","Athletics","BROWN, Chris","BAH","Men","4X400M Relay","Gold","Bahamas","https://upload.wikimedia.org/wikipedia/commons/6/60/Chris_Brown_mugshot.jpg"
"summer","2012","London","Athletics","Athletics","MILLER, Ramon","BAH","Men","4X400M Relay","Gold","Bahamas","https://upload.wikimedia.org/wikipedia/commons/6/6f/Ramon_Miller.jpg"
"summer","2012","London","Athletics","Athletics","PINDER, Demetrius","BAH","Men","4X400M Relay","Gold","Bahamas","https://upload.wikimedia.org/wikipedia/commons/3/39/Demetrius_Pinder_-_relay.jpg"
